Site,Plot,Date,Spec,DBH,Dec ,X,Y,Z,CrHt,SrchHt,Core#,Comments
IS,IS2,17-Aug,PIJE,21.1,,0.5,-54.2,-0.5,1.9,0.6,,
IS,IS2,16-Aug,PICO,18.0,1,1.0,13.7,0.3,,1.5,,
IS,IS2,16-Aug,PIJE,7.0,1,1.1,14.5,0.2,,1.0,,
IS,IS2,17-Aug,PIJE,8.1,1,1.3,-1.5,0.1,,1.8,,
IS,IS2,16-Aug,PIJE,10.8,1,1.7,16.1,0.4,,2.0,,
IS,IS2,17-Aug,PIJE,12.4,1,1.8,-27.7,0.3,,1.8,,
IS,IS2,17-Aug,PIJE,22.5,,2.0,-44.5,-0.1,2.3,1.0,,
IS,IS2,16-Aug,PIJE,92.7,,2.2,-13.8,0.3,6.1,4.7,,
IS,IS2,16-Aug,PIJE,9.8,1,2.4,17.4,0.8,,2.2,,
IS,IS2,16-Aug,PIJE,8.2,1,2.4,19.6,0.5,,1.5,,
IS,IS2,17-Aug,PIJE,10.8,1,2.4,-0.1,0.2,,2.0,,
IS,IS2,16-Aug,PIJE,10.6,1,2.7,20.6,0.5,,1.5,,
IS,IS2,16-Aug,PIJE,15.4,1,3.1,13.2,0.4,,4.0,,
IS,IS2,16-Aug,PIJE,9.9,1,3.3,-2.5,0.2,,2.0,,
IS,IS2,16-Aug,PIJE,25.8,,4.0,28.4,0.5,4.3,2.0, ,
IS,IS2,16-Aug,PIJE,76.4,,4.3,-13.2,0.3,7.1,5.9,47,
IS,IS2,16-Aug,PIJE,10.0,1,4.3,17.2,0.8,,2.0,,
IS,IS2,16-Aug,PIJE,10.4,1,4.5,-3.2,0.2,,1.8,,
IS,IS2,17-Aug,PIJE,32.5,,4.7,48.1,0.2,2.2,1.0,,
IS,IS2,16-Aug,PIJE,26.1,,5.1,31.1,0.8,4.3,2.0,,
IS,IS2,16-Aug,PIJE,78.2,1,5.2,20.3,0.9,,2.3,,
IS,IS2,16-Aug,PIJE,11.7,1,5.4,-0.3,0.4,,2.3,,
IS,IS2,16-Aug,PIJE,5.5,1,5.9,15.2,0.9,,1.5,,
IS,IS2,16-Aug,PIJE,97.5,,6.0,6.5,0.6,7.0,6.1,,
IS,IS2,16-Aug,PIJE,29.0,,6.2,30.2,1.0,6.4,1.5,35,
IS,IS2,16-Aug,PIJE,13.3,1,6.8,-33.3,0.6,,1.5,,
IS,IS2,16-Aug,PIJE,40.0,,6.9,35.5,0.8,4.4,3.0,,
IS,IS2,16-Aug,PIJE,10.0,1,6.9,18.8,1.1,,2.1,,
IS,IS2,16-Aug,PIJE,28.2,,7.3,51.2,-0.1,3.6,2.5,,
IS,IS2,16-Aug,PIJE,20.7,1,7.6,-1.5,0.6,,2.9,,
IS,IS2,16-Aug,PIJE,17.8,1,8.4,2.0,0.4,,25.0,,
IS,IS2,16-Aug,PIJE,16.1,1,8.5,20.6,1.3,,2.0,,
IS,IS2,16-Aug,PIJE,106.5,,8.6,10.4,0.9,11.3,6.3,,
IS,IS2,16-Aug,PIJE,50.5,,9.1,41.7,0.6,4.8,3.0,50,
IS,IS2,16-Aug,PIJE,14.3,1,9.4,-3.8,0.5,,2.3,,
IS,IS2,16-Aug,PIJE,14.7,1,10.3,21.2,1.6,,2.8,,
IS,IS2,16-Aug,PIJE,138.0,,10.4,16.7,1.4,11.2,5.6,,
IS,IS2,16-Aug,PIJE,5.8,1,10.7,-4.0,0.6,,1.4,,
IS,IS2,16-Aug,PIJE,9.8,1,11.4,-25.8,0.8,,1.5,,
IS,IS2,16-Aug,PIJE,17.6,1,11.8,25.5,0.9,,2.3,,
IS,IS2,16-Aug,PIJE,89.2,,13.5,53.4,0.8,7.3,4.6,,
IS,IS2,16-Aug,PIJE,94.7,,13.9,52.0,0.8,5.0,4.2,,
IS,IS2,16-Aug,PIJE,7.8,1,14.1,-8.1,0.7,,1.0,,
IS,IS2,16-Aug,PIJE,8.9,1,14.7,-12.2,1.0,,0.3,,
IS,IS2,16-Aug,PIJE,11.8,1,16.2,-7.4,0.9,,1.4,,
IS,IS2,16-Aug,PIJE,16.9,1,16.3,-31.3,1.2,,2.0,,
IS,IS2,16-Aug,PIJE,107.4,,16.8,-12.8,1.2,7.1,3.8,,
IS,IS2,16-Aug,PIJE,21.4,,17.2,-10.5,1.1,5.3,1.8,,
IS,IS2,16-Aug,PIJE,8.4,1,18.9,-11.0,1.1,,1.5,,
IS,IS2,16-Aug,PIJE,9.6,1,19.8,-12.6,1.3,,1.5, ,
IS,IS2,16-Aug,PIJE,8.0,1,20.2,-9.9,9.0,1.2,1.3,,
IS,IS2,16-Aug,PIJE,9.7,1,20.3,-11.8,1.3,,1.6,,
IS,IS2,16-Aug,PIJE,92.4,,22.3,-30.8,1.5,.9.2,6.9,,
IS,IS2,16-Aug,PIJE,15.0,,22.9,-6.8,1.4,3.2,0.5,,
IS,IS2,16-Aug,PIJE,6.7,1,27.9,-13.6,1.8,,0.4,,
IS,IS2,16-Aug,PIJE,81.2,,28.1,-25.0,1.7,7.7,3.3,48,
IS,IS2,17-Aug,PIJE,14.3,,29.7,-21.6,1.9,1.9,1.0,,
IS,IS2,17-Aug,PIJE,12.0,,29.9,-24.1,1.8,2.5,0.8,,
IS,IS2,16-Aug,PIJE,112.0,,31.4,-40.9,1.5,7.8,2.0,,
IS,IS2,16-Aug,PIJE,19.5,,33.5,-17.4,2.3,2.2,1.6,,
IS,IS2,16-Aug,PIJE,14.1,,35.5,-20.0,2.4,2.5,1.4,37,
IS,IS2,16-Aug,PIJE,15.4,,35.7,-39.1,1.7,2.1,0.4,,
IS,IS2,16-Aug,PIJE,141.2,,36.0,-22.7,2.3,8.1,5.5,,
IS,IS2,16-Aug,PIJE,16.0,,36.9,-24.0,2.3,1.7,1.0,,
IS,IS2,17-Aug,PIJE,108.9,,37.7,41.5,30.0,6.9,4.6,,
IS,IS2,16-Aug,PIJE,72.5,,50.0,-21.3,4.5,4.8,0.2,,
IS,IS2,16-Aug,PIJE,116.3,,50.7,12.3,4.1,7.0,6.8,,
IS,IS2,16-Aug,PIJE,21.3,,52.2,16.9,3.8,4.3,3.0,36,
IS,IS3,8/23/2018,PIJE,25.2,2,-54.8,9.3,-1.4,,1.6,,broken by falling tree
IS,IS3,8/23/2018,PIJE,17.3,,-53.6,0.7,-2.1,3.2,1.9,,
IS,IS3,8/23/2018,PIJE,45.3,,-53.5,3.4,-1.7,4.3,0.9,,
IS,IS3,8/23/2018,PIJE,30.8,,-51.8,13.5,-0.9,4.7,1.7,,
IS,IS3,8/23/2018,PIJE,13.8,,-51.6,-6.4,-2.4,2,1.5,,
IS,IS3,8/23/2018,PIJE,16.8,,-50.6,-18.1,-3.3,3.3,1.1,,
IS,IS3,8/23/2018,PIJE,35.3,,-49.3,17.2,-0.6,4.6,1.2,,
IS,IS3,8/23/2018,PIJE,37.6,,-48.7,19.2,-0.4,4.7,1.6,,
IS,IS3,8/23/2018,PIJE,33.5,,-48.6,-4.1,-1.9,4.5,2.6,,
IS,IS3,8/23/2018,PIJE,31.4,,-48.5,20,-0.4,4.1,1.6,,
IS,IS3,8/23/2018,PIJE,88.2,,-45.7,-25.8,-3.7,11.7,5.1,,
IS,IS3,8/23/2018,PIJE,16.9,,-44.7,-3.8,-1.5,3.5,1.4,,
IS,IS3,8/23/2018,PIJE,74.7,,-44.5,9.2,-0.8,5.1,1.9,,
IS,IS3,8/23/2018,PIJE,24.1,,-44.4,-3.1,-1.4,4.5,2.1,,
IS,IS3,8/23/2018,PIJE,64.8,,-43.9,-17.9,-2.6,9.1,4.2,,
IS,IS3,8/23/2018,PIJE,22.2,,-43.5,-2.8,-1.3,4.5,2.3,,
IS,IS3,8/23/2018,PIJE,32.8,,-43.4,10.4,-0.8,5.1,2.1,,
IS,IS3,8/23/2018,PIJE,25.3,,-43.3,-29.4,-3.9,4.7,1.7,85,
IS,IS3,8/23/2018,PIJE,8.9,1,-41.5,-0.5,-1,,1.5,,
IS,IS3,8/23/2018,PIJE,51.7,,-41.2,6,-0.6,5.6,2.3,86,
IS,IS3,8/23/2018,PIJE,26.5,,-40.5,11.2,-0.6,4.9,3.6,78,
IS,IS3,8/23/2018,PIJE,25,,-40.4,1,-0.8,4,3.3,,
IS,IS3,8/23/2018,PIJE,100.9,,-39.5,32.2,0.8,5.5,0.4,,
IS,IS3,8/23/2018,PIJE,26,,-38.9,-2.3,-0.8,3.8,2,,
IS,IS3,8/23/2018,PIJE,129.5,,-38.8,28.9,0.8,11.9,0.5,,
IS,IS3,8/23/2018,PIJE,30.8,,-38.3,-40.1,-3.9,9.4,2.7,,
IS,IS3,8/23/2018,PIJE,42.7,,-38.2,19.1,0,4.9,1.9,,
IS,IS3,8/23/2018,PIJE,65.9,,-36.9,-22.2,-2.7,13,3.4,79,
IS,IS3,8/23/2018,PIJE,10.8,1,-36.5,-5.4,-0.9,,1.7,,
IS,IS3,8/23/2018,PIJE,102.4,,-36.2,-14.2,-1.5,11.5,3.1,,
IS,IS3,8/23/2018,PIJE,34.3,,-35.4,17.6,-0.3,3.8,1.5,,
IS,IS3,8/23/2018,PIJE,112.2,,-34.8,35.5,1.5,10.6,6.5,,
IS,IS3,8/23/2018,PIJE,95.6,,-34,-9.5,-1,12,2.8,,
IS,IS3,8/23/2018,PIJE,38.3,,-32,-41.1,-3.3,9.3,8,,
IS,IS3,8/23/2018,PIJE,85,,-31.6,-14.1,-1.5,14.2,2,,
IS,IS3,8/23/2018,PIJE,30.5,,-30,9.8,0.5,4.1,1.4,,
IS,IS3,8/23/2018,PIJE,87,,-26.3,18.7,0.7,6.8,4,,
IS,IS3,8/23/2018,PIJE,98.4,,-26.3,25.4,1.2,9.3,5.7,,
IS,IS3,8/23/2018,PIJE,120.4,,-26.2,-28.3,-2.9,12.8,9.8,,
IS,IS3,8/23/2018,PIJE,22.5,1,-23.1,-37,-2.9,,5.2,,
IS,IS3,8/23/2018,PIJE,58,,-22.8,-39.9,-2.7,9.1,8.5,90,
IS,IS3,8/23/2018,PIJE,98.5,,-22.3,-22.4,-2.1,15.5,7.1,,
IS,IS3,8/23/2018,PIJE,37.9,,-21.7,-36.3,-2.7,8.8,7.2,,
IS,IS3,8/23/2018,PIJE,78.3,,-21.5,30.4,1.6,9.7,5.2,83,
IS,IS3,8/23/2018,PIJE,90.3,,-21.4,-11.4,-1,11.6,4.5,,
IS,IS3,8/23/2018,PIJE,54.1,,-21.2,-42.1,-2.5,8.9,7.2,,
IS,IS3,8/23/2018,PIJE,110,,-20.9,-15.2,-1.2,14.2,6.5,,
IS,IS3,8/23/2018,PIJE,23.6,,-20.3,36,2.1,3.6,1.6,,
IS,IS3,8/23/2018,PIJE,20.2,,-18.4,-2.1,0,3.9,2.5,,
IS,IS3,8/23/2018,PIJE,33,1,-18,-39.2,-2.3,,4.5,,exit holes
IS,IS3,8/23/2018,PIJE,72.9,,-17.6,-5.2,-0.5,7.3,2.5,,very dead crown
IS,IS3,8/23/2018,PIJE,32.2,1,-16.5,-29.9,-2.5,,4.4,,
IS,IS3,8/23/2018,PIJE,26,,-16.2,-42.3,-2.1,9.3,5,,
IS,IS3,8/23/2018,PIJE,41.3,,-15.4,-42.1,-2,8.3,7.5,,
IS,IS3,8/23/2018,PIJE,52.4,,-15.3,-48.8,-1.7,10.2,4.4,89,
IS,IS3,8/23/2018,PIJE,37.2,,-14.7,-37.3,-2,10.6,7.4,,
IS,IS3,8/23/2018,PIJE,15,1,-12.9,30.5,2.1,,1.8,,
IS,IS3,8/23/2018,PIJE,44.2,,-12.4,-37.9,-1.8,11.8,8.5,,
IS,IS3,8/23/2018,PIJE,35.3,,-12.3,-44.3,-1.7,9.5,4.7,,
IS,IS3,8/23/2018,PIJE,76.9,,-11.8,44.6,3.1,8.9,1.9,,
IS,IS3,8/23/2018,PIJE,29.7,1,-9.1,-46.2,-1.5,,4,,
IS,IS3,8/23/2018,PIJE,9.1,1,-8.8,27.3,2.2,,1.6,,
IS,IS3,8/23/2018,PIJE,5.5,,-8.8,16.1,1.5,0.4,0,,
IS,IS3,8/23/2018,PIJE,80.9,,-6.5,41.3,3.3,8.8,5.6,,
IS,IS3,8/23/2018,PIJE,44.2,,-6.2,-30.7,-1.5,10,5.3,,
IS,IS3,8/23/2018,PIJE,28,,-6.1,29.7,2.5,4.4,2.4,,
IS,IS3,8/23/2018,PIJE,39.7,,-3.9,-20.9,-1.4,5.8,1.5,81,
IS,IS3,8/23/2018,PIJE,21,,-3.1,14.5,1.4,1.6,0.5,,
IS,IS3,8/23/2018,PIJE,36,,-2.4,-27.7,-1.2,9,1.5,,
IS,IS3,8/23/2018,PIJE,80.7,,-1.2,11.8,1.2,9,0.2,73,
IS,IS3,8/23/2018,PIJE,45.9,1,0.9,-39.9,-0.7,,5.4,,rtb
IS,IS3,8/23/2018,PIJE,32.3,,1.5,-18,-0.9,5.3,1.5,,
IS,IS3,8/23/2018,PIJE,26.3,1,1.6,-24.5,-0.8,,3,,
IS,IS3,8/23/2018,PIJE,39.2,,1.7,-43.8,-0.8,12.5,4.4,,rtb
IS,IS3,8/23/2018,PIJE,68.9,,2.2,-51.4,-0.5,14.6,13.9,80,
IS,IS3,8/23/2018,PIJE,27.4,,2.2,-17.4,-0.8,8.2,1.7,,
IS,IS3,8/23/2018,PIJE,33.5,,2.3,-24,-0.7,7.8,3.7,,
IS,IS3,8/23/2018,PIJE,6.2,,2.4,17.9,1.8,0.9,0.6,84,
IS,IS3,8/23/2018,PIJE,76.1,,2.5,31.2,3.1,7.2,1.8,71,
IS,IS3,8/23/2018,PIJE,33.3,,2.6,49.6,4.3,4.1,2.6,76,
IS,IS3,8/23/2018,PIJE,13.2,,3.3,13.7,1.4,2.2,0.7,,
IS,IS3,8/23/2018,PIJE,14.8,,3.5,19,2,1.3,0.6,,
IS,IS3,8/23/2018,PIJE,30.6,,3.9,-19.4,-0.7,7.3,1.2,82,
IS,IS3,8/23/2018,PIJE,22.2,1,4.4,-19.2,-0.6,,2,,
IS,IS3,8/23/2018,PIJE,5.6,1,6.3,16,1.6,,1,,
IS,IS3,8/23/2018,PIJE,27,,6.6,-14.8,-0.4,6.1,3.5,,
IS,IS3,8/23/2018,PIJE,38.9,,6.7,-19,-0.4,8.4,2.8,,
IS,IS3,8/23/2018,PIJE,107.7,,6.8,13.3,1.3,6.1,2.8,,
IS,IS3,8/23/2018,PIJE,50.6,,6.9,-17.1,-0.3,8.6,5.3,,
IS,IS3,8/23/2018,PIJE,43.8,,7.5,29.5,3,3.9,2,70,
IS,IS3,8/23/2018,PIJE,42,1,7.5,-48.2,-0.2,,5.8,,bd
IS,IS3,8/23/2018,PIJE,57.6,1,7.5,-47.1,-0.3,,2.7,,bd
IS,IS3,8/23/2018,PIJE,44,,8.3,-16.9,-0.2,8.6,4.5,,
IS,IS3,8/23/2018,PIJE,68.5,,8.4,-27.1,-0.2,10.9,4.3,,splits just above DBH
IS,IS3,8/23/2018,PIJE,47.3,,9.8,24.8,2.7,3,1.9,,
IS,IS3,8/23/2018,PIJE,26.5,1,10.1,-51.5,-0.3,,8.4,,Stn y coord. May be off by 2.4
IS,IS3,8/23/2018,PIJE,31.4,,10.7,24.9,2.7,4.2,2.1,72,
IS,IS3,8/23/2018,PIJE,46.9,,11.7,-25.3,0.1,10.8,5.6,,
IS,IS3,8/23/2018,PIJE,88.1,,11.8,14,1.3,8.6,3.1,,
IS,IS3,8/23/2018,PIJE,36.3,,11.8,-34.3,0,8.9,2,,
IS,IS3,8/23/2018,PIJE,28.1,2,12.8,-51.1,0.1,,9,,
IS,IS3,8/23/2018,PIJE,25.6,1,13.7,-53.7,0.3,,6.9,,
IS,IS3,8/23/2018,PIJE,19.6,1,13.8,-22.4,0.1,,4.9,,e
IS,IS3,8/23/2018,PIJE,42.2,,14,-19.4,0.2,9.9,5.7,,
IS,IS3,8/23/2018,PIJE,37.9,,14.3,52.3,5.3,4.7,1.6,,
IS,IS3,8/23/2018,PIJE,26.2,1,14.4,-22.7,0.2,,5.6,,
IS,IS3,8/23/2018,PIJE,48.2,,14.4,-36.6,0.2,10.2,3.3,,
IS,IS3,8/23/2018,PIJE,34,,14.5,26.2,2.7,4.6,2.1,,
IS,IS3,8/23/2018,PIJE,47.6,,14.8,-24.3,0.2,10.3,7.3,,
IS,IS3,8/23/2018,PIJE,57.6,,15.2,-6.4,0.5,9.1,3.1,77,
IS,IS3,8/23/2018,PIJE,44,,15.3,4.4,0.9,5.9,1.5,74,
IS,IS3,8/23/2018,PIJE,19.9,,15.4,19.8,2,4,2,,
IS,IS3,8/23/2018,PIJE,28,1,15.7,-44.6,0.3,,3.4,,bd
IS,IS3,8/23/2018,PIJE,93.9,,16.2,15.1,1.5,5.8,3,,
IS,IS3,8/23/2018,PIJE,33,,16.6,-8.8,0.5,4.3,3.1,,
IS,IS3,8/23/2018,PIJE,33,,17.2,22.8,2.3,3.9,2,,
IS,IS3,8/23/2018,PIJE,50.2,,17.2,-31.4,0.4,10.4,4.4,,
IS,IS3,8/23/2018,PIJE,34.5,,17.5,-18.5,0.4,8.3,7.3,,
IS,IS3,8/23/2018,PIJE,22.5,1,17.8,-49.7,0.4,,1.7,,bd
IS,IS3,8/23/2018,PIJE,46,,17.9,-38,0.5,8.3,5.1,,
IS,IS3,8/23/2018,PIJE,20.1,1,17.9,-49.1,0.5,,2,,bd
IS,IS3,8/23/2018,PIJE,18.8,1,18,-49.9,0.6,,2,,bd
IS,IS3,8/23/2018,PIJE,25.5,1,18.4,-51.7,0.6,,2.4,,bd
IS,IS3,8/23/2018,PIJE,34.8,1,18.6,-46.5,0.6,,2.6,,bd
IS,IS3,8/23/2018,PIJE,25.8,,18.8,-43,0.6,11.2,3.1,,rtb
IS,IS3,8/23/2018,PIJE,51,1,18.9,-45.4,0.5,,3.2,,bd
IS,IS3,8/23/2018,PIJE,33.7,,19.1,18.7,1.8,4.3,3.6,,
IS,IS3,8/23/2018,PIJE,26,1,19.4,-51.2,0.8,,3.2,,bd
IS,IS3,8/23/2018,PIJE,34,,19.8,-42.5,0.7,8.8,3.5,,
IS,IS3,8/23/2018,PIJE,22.6,,20.1,16.5,1.6,43,3,75,
IS,IS3,8/23/2018,PIJE,42.7,,20.6,46.3,5.1,4.4,1.6,,
IS,IS3,8/23/2018,PIJE,47.5,,20.6,-17.6,0.7,12.3,8.4,,
IS,IS3,8/23/2018,PIJE,20,1,20.8,-40.7,0.8,,3.7,,
IS,IS3,8/23/2018,PIJE,24.9,1,20.8,-45.2,0.7,,2.3,,
IS,IS3,8/23/2018,PIJE,38.3,1,21.9,-19.7,0.7,,8.9,,rtb
IS,IS3,8/23/2018,PIJE,25.7,1,22.1,-30.6,0.7,,3.4,,bd
IS,IS3,8/23/2018,PIJE,55.6,,22.3,41.9,4.4,5,4.3,,
IS,IS3,8/23/2018,PIJE,34.6,1,22.8,-30.1,0.8,,4.5,,bd
IS,IS3,8/23/2018,PIJE,22.7,1,23.4,-25.9,0.7,,5.5,,bd
IS,IS3,8/23/2018,PIJE,27.4,,24.2,41.1,4.5,5.3,3.8,,
IS,IS3,8/23/2018,PIJE,38.7,,24.3,-26.6,0.9,105,4.5,,
IS,IS3,8/23/2018,PIJE,34.2,,24.8,12.6,1.8,6.1,2.5,,
IS,IS3,8/23/2018,PIJE,99.8,,25.2,-49.9,1.2,13.9,3.2,,
IS,IS3,8/23/2018,PIJE,50.2,,25.3,26.4,2.8,3.5,3.5,,
IS,IS3,8/23/2018,PIJE,34,1,25.6,-12.1,1.1,,5.5,,bd
IS,IS3,8/23/2018,PIJE,43.8,,26.1,-4.5,1.2,5.2,3.4,,
IS,IS3,8/23/2018,PIJE,75.4,,30.2,-23.8,1.5,9.6,6.4,,
IS,IS3,8/23/2018,PIJE,72.5,,31,-30.2,1.5,11,5,87,
IS,IS3,8/23/2018,PIJE,92,,31.2,7.5,2.1,11.5,5.9,,
IS,IS3,8/23/2018,PIJE,137.3,1,32.1,28.2,3,,4.6,,hit by lightning!
IS,IS3,8/23/2018,PIJE,77.8,,32.3,-5.8,1.7,9.5,9.7,,
IS,IS3,8/23/2018,PIJE,22.8,,32.5,-44.2,1.8,3.8,0.5,,
IS,IS3,8/23/2018,PIJE,16.5,,32.5,-44.6,1.8,3.8,0.5,,
IS,IS3,8/23/2018,PIJE,32,,33.8,-40.8,1.8,4.9,0.5,,
IS,IS3,8/23/2018,PIJE,46.2,,34.4,18.4,2.7,5.4,1.8,,
IS,IS3,8/23/2018,PIJE,10.1,1,35.7,-25.4,1.7,,2,,
IS,IS3,8/23/2018,PIJE,40.5,,35.8,33.1,3.2,4.4,4.5,,
IS,IS3,8/23/2018,PIJE,9.5,4,36.5,-4.5,2.2,,1.1,,
IS,IS3,8/23/2018,PIJE,33.9,,36.8,-4.2,2.3,6.7,4.2,,
IS,IS3,8/23/2018,PIJE,19.4,1,37.3,-5.8,2.1,,4.6,,
IS,IS3,8/23/2018,PIJE,37.5,,37.7,-27.5,2.1,5.2,2.9,,
IS,IS3,8/23/2018,PIJE,25.6,1,38.4,-2.1,2.6,,6.8,,
IS,IS3,8/23/2018,PIJE,47.8,,39.5,11,3,8.9,3.5,,
IS,IS3,8/23/2018,PIJE,32.3,,39.9,-22.9,2.3,3.5,1.9,,
IS,IS3,8/23/2018,PIJE,22.9,1,40.3,-1.5,2.7,,6,,
IS,IS3,8/23/2018,PIJE,18.9,1,40.6,-6.6,2.4,,4.5,,rtb
IS,IS3,8/23/2018,PIJE,35.2,,41,-8.4,2.4,8.5,6.4,,
IS,IS3,8/23/2018,PIJE,10.1,1,41,-2.6,2.8,,3.6,,
IS,IS3,8/23/2018,PIJE,11.2,2,41,-2.1,2.8,,5.1,,
IS,IS3,8/23/2018,PIJE,14,3,41.3,-6.6,2.4,,3,,
IS,IS3,8/23/2018,PIJE,34.5,,41.8,11.8,3.3,6.4,3.6,,
IS,IS3,8/23/2018,PIJE,30.4,,41.8,11.1,3.1,6.7,2.4,,
IS,IS3,8/23/2018,PIJE,34.8,2,41.9,2.5,3.1,,8.4,,
IS,IS3,8/23/2018,PIJE,21.8,2,42.1,-2.2,3,,5.7,,
IS,IS3,8/23/2018,PIJE,27.7,1,42.2,-3.3,2.9,,6.5,,
IS,IS3,8/23/2018,PIJE,6.5,2,42.3,-1.7,3,,2,,"lost leading meristem, growing crooked"
IS,IS3,8/23/2018,PIJE,20.5,1,43.6,-4,3,,4.1,,
IS,IS3,8/23/2018,PIJE,46.8,,48.3,-17.8,3.4,4.9,1.5,,
IS,IS3,8/23/2018,PIJE,37.2,,49.8,-15.4,3.4,5.6,3.2,,
IS,IS3,8/23/2018,PIJE,49.5,,50,-10.4,3.3,8,1.9,,
IS,IS3,8/23/2018,PIJE,43,,51.1,-19.8,3.6,5.5,1.7,,
IS,IS3,8/23/2018,PIJE,34.6,1,52.2,-1.6,3.7,,5.4,,
OH,OH1,21-Aug,PIJE,21.1,,-52.4,5.2,-10.9,1.8,0.9,,
OH,OH1,21-Aug,PIJE,39.0,,-47.0,14.6,-8.6,3.1,1.0,,
OH,OH1,21-Aug,PIJE,22.6,,-45.4,-1.3,-10.0,1.1,1.0,,
OH,OH1,21-Aug,PIJE,17.8,,-43.5,3.7,-9.1,1.2,0.0,,
OH,OH1,21-Aug,PIJE,17.4,,-42.8,16.2,-7.6,1.7,1.7,,
OH,OH1,21-Aug,PIJE,33.7,,-42.0,16.1,-7.0,2.5,2.0,,
OH,OH1,21-Aug,JUN,28.2,1,-41.4,37.9,-3.9,,7.0,,exit holes
OH,OH1,21-Aug,PIJE,27.3,,-41.1,12.5,-7.4,2.0,1.9,28,
OH,OH1,21-Aug,PIJE,15.0,,-39.8,28.6,-5.2,2.1,1.5,,
OH,OH1,21-Aug,PIJE,27.8,,-39.3,16.3,-6.4,2.9,2.9,,
OH,OH1,21-Aug,PIJE,26.0,,-38.7,-4.4,-9.1,1.5,1.5,,
OH,OH1,21-Aug,PIJE,8.8,,-38.6,17.0,-6.4,1.5,0.5,,
OH,OH1,21-Aug,PIJE,18.6,,-38.3,17.8,-6.3,1.5,1.0,27,
OH,OH1,21-Aug,JUN,21.2,1,-38.0,19.2,-5.8,,1.6,,
OH,OH1,21-Aug,PIJE,5.3,,-37.4,17.9,-5.7,1.2,0.5,,
OH,OH1,21-Aug,PIJE,11.7,,-37.3,17.9,-5.6,1.5,1.0,,
OH,OH1,21-Aug,PIJE,48.3,,-36.6,22.2,-5.3,5.4,1.3,26,
OH,OH1,21-Aug,PIJE,84.4,,-35.9,31.1,-3.5,4.4,1.9,7,
OH,OH1,21-Aug,PIJE,63.5,,-32.7,25.7,-3.8,4.9,5.2,8,
OH,OH1,21-Aug,PIJE,53.9,,-31.4,23.9,-4.0,5.3,2.9,6,
OH,OH1,21-Aug,PIJE,27.7,,-30.4,37.3,-1.6,2.2,1.2,,
OH,OH1,21-Aug,PIJE,53.2,,-30,30.6,-2.5,4.0,2.0,10,
OH,OH1,21-Aug,PIJE,19.0,,-28.1,40.1,-1.0,2.2,2.2,,
OH,OH1,21-Aug,PIJE,61.9,,-26.9,42.3,-0.1,5.1,4.3,19,
OH,OH1,21-Aug,PIJE,12.8,,-24.6,50.2,1.0,4.0,2.0,,
OH,OH1,21-Aug,PIJE,21.4,,-24.1,50.8,1.1,3.0,3.0,,
OH,OH1,21-Aug,PIJE,36.3,,-19.6,-42.1,-10.7,6.1,6.3,18,
OH,OH1,21-Aug,PIJE,107.7,,-19.5,-13.3,-5.6,9.6,3.2,5,
OH,OH1,21-Aug,PIJE,28.4,,-18.9,10.2,-2.7,2.9,2.9,,
OH,OH1,21-Aug,PIJE,34.9,5,-18.7,10.1,-2.4,,0.0,,
OH,OH1,21-Aug,PIJE,26.0,,-18.4,31.1,-0.2,1.3,1.7,2,
OH,OH1,21-Aug,PIJE,72.4,,-16.0,-0.8,-3.7,7.0,0.5,,
OH,OH1,21-Aug,PIJE,19.5,,-15.0,-23.0,-6.3,1.8,1.8,,
OH,OH1,21-Aug,PIJE,27.4,,-12.3,-20.2,-5.2,2.1,1.5,14,
OH,OH1,21-Aug,PIJE,128.9,,-6.3,-27.7,-5.9,12.0,1.8,,
OH,OH1,21-Aug,PIJE,77.0,,-5.9,8.0,-0.2,6.5,2.0,1,
OH,OH1,21-Aug,PIJE,10.5,,-5.8,-23.7,-4.6,0.9,0.4,,
OH,OH1,21-Aug,PIJE,86.1,,-5.2,-1.3,-1.3,6.8,1.5,30,
OH,OH1,21-Aug,PIJE,11.3,,-4.3,-20.9,-3.9,1.0,0.4,16,
OH,OH1,21-Aug,PIJE,17.2,,-3.5,-17.7,-3.1,1.7,0.4,20,
OH,OH1,21-Aug,PIJE,115.0,,-3.4,-17.5,-3.4,10.2,5.8,13,
OH,OH1,21-Aug,PIJE,12.2,,-3.3,-17.5,-2.9,1.5,0.7,,
OH,OH1,21-Aug,PIJE,68.0,,-3.0,40.7,4.4,8.0,5.8,3,
OH,OH1,21-Aug,PIJE,18.2,,-0.1,-22.3,-3.3,1.3,1.0,,
OH,OH1,21-Aug,PIJE,14.9,,0.3,-22.3,-3.2,1.3,1.0,,
OH,OH1,21-Aug,PIJE,67.8,,9.7,28.5,6.4,7.1,1.5,4,
OH,OH1,21-Aug,PIJE,66.6,,11.2,30.0,6.8,8.2,2.3,,
OH,OH1,21-Aug,PIJE,89.2,,11.7,-6.2,1.8,7.4,3.0,21,
OH,OH1,21-Aug,PIJE,86.4,,13.7,19.7,5.8,6.9,2.0,11,
OH,OH1,21-Aug,PIJE,75.2,,17.1,36.3,8.8,7.8,3.4,9,
OH,OH1,21-Aug,PIJE,87.2,,17.2,-5.3,3.2,7.7,1.2,25,
OH,OH1,21-Aug,PIJE,86.0,,17.4,0.9,2.9,9.5,2.1,29,
